Date,Open,High,Low,Close,SMA50,SMA200,SPY_Open
1/14/2008,1042.530029,1056.329956,1036.390015,1053.47998,1152.225796,1172.844797,141.160004
1/15/2008,1040.170044,1042.880005,1019.719971,1022.869995,1147.543596,1172.614547,139.789993
1/16/2008,1016.059998,1043.670044,1006.98999,1023.710022,1142.605197,1172.395747,137.360001
1/17/2008,1026.859985,1034.97998,999.48999,1000.570007,1137.362996,1172.002447,137.809998
1/18/2008,1010.919983,1023.280029,1001.140015,1012.640015,1132.368997,1171.638898,134.740005
1/22/2008,959.900024,996.98999,959.900024,983.75,1127.322598,1171.091248,127.209999
1/23/2008,953.830017,988.650024,935.390015,986.280029,1123.082598,1170.569398,127.089996
1/24/2008,994.22998,1026.650024,994.22998,1026.650024,1120.232397,1170.209998,134.479996
1/25/2008,1051.599976,1056.48999,1009.400024,1010.559998,1117.633998,1169.821947,136.509995
1/28/2008,1011.950012,1020.349976,1001.650024,1020.340027,1114.408599,1169.438098,133.259995
1/29/2008,1025.719971,1027.369995,1008.469971,1021.289978,1111.559398,1169.046447,136.100006
1/30/2008,1013.940002,1038.709961,1012.859985,1023.390015,1108.9958,1168.616497,135.580002
1/31/2008,1003.380005,1027.819946,999.869995,1020.98999,1106.1362,1168.177848,133.399994
2/1/2008,1034.069946,1060.150024,1032.170044,1057.060059,1104.393002,1167.900348,137.940002
